inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,cy_2005_source_mmbtu,4156.63
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,cy_2005_source_mmbtu,76390310.29
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,cy_2005_source_mmbtu,17816916.04
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,cy_2005_source_mmbtu,7067265.02
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,cy_2005_source_mmbtu,76390310.29
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,cy_2005_source_mmbtu,7067265.02
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,cy_2005_source_mmbtu,17816916.04
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,cy_2005_source_mmbtu,17816916.04
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,cy_2005_source_mmbtu,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,cy_2005_source_mmbtu,171946107.41
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,cy_2005_source_mmbtu,1027050.23
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,cy_2005_source_mmbtu,4127988.42
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,cy_2005_source_mmbtu,1542980.94
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,cy_2005_source_mmbtu,18831026.43
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,cy_2005_source_mmbtu,941745.16
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,cy_2005_source_mmbtu,19787676.37
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,cy_2005_source_mmbtu,650953.34
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,cy_2005_source_mmbtu,0.0
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,cy_2005_source_mmbtu,0.0
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,cy_2005_source_mmbtu,9300446.98
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,cy_2005_source_mmbtu,247859.85
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,cy_2005_source_mmbtu,247859.85
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,cy_2005_source_mmbtu,247859.85
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,cy_2005_source_mmbtu,19341796.68
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,cy_2005_source_mmbtu,191731.31
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,cy_2005_source_mmbtu,19341796.68
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,cy_2005_source_mmbtu,671878.45
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,cy_2005_source_mmbtu,0.0
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,cy_2005_source_mmbtu,29875.44
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,cy_2005_source_mmbtu,0.0
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,cy_2005_source_mmbtu,0.0
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,cy_2005_source_mmbtu,0.0
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,cy_2005_source_mmbtu,0.0
Total,Total,Total,Total,Total,Total,Total,cy_2005_source_mmbtu,2044448205.61
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,1549279.75
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,858049.0
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,2196491.29
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,cy_2005_tco2e_20_yr_gwp,10.14
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,cy_2005_tco2e_20_yr_gwp,7072258.42
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,8992179.12
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,cy_2005_tco2e_20_yr_gwp,332750.46
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,cy_2005_tco2e_20_yr_gwp,4456021.92
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,cy_2005_tco2e_20_yr_gwp,94468.23
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,7128793.77
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,1015584.67
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,877923.68
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,153143.49
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,269531.42
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,cy_2005_tco2e_20_yr_gwp,2.55
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,cy_2005_tco2e_20_yr_gwp,13090966.45
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,3007300.49
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,cy_2005_tco2e_20_yr_gwp,1241422.44
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,cy_2005_tco2e_20_yr_gwp,8248232.73
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,cy_2005_tco2e_20_yr_gwp,352441.22
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,2384118.99
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,339647.18
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,202397.89
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,32995.31
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,cy_2005_tco2e_20_yr_gwp,20812.7
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,cy_2005_tco2e_20_yr_gwp,0.45
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,cy_2005_tco2e_20_yr_gwp,4382555.9
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,902190.15
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,cy_2005_tco2e_20_yr_gwp,372426.73
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,cy_2005_tco2e_20_yr_gwp,2761319.51
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,cy_2005_tco2e_20_yr_gwp,105732.37
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,715235.7
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,cy_2005_tco2e_20_yr_gwp,101894.15
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,cy_2005_tco2e_20_yr_gwp,602006.87
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,cy_2005_tco2e_20_yr_gwp,11141873.52
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,cy_2005_tco2e_20_yr_gwp,75198.33
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,cy_2005_tco2e_20_yr_gwp,268847.53
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,cy_2005_tco2e_20_yr_gwp,117248.56
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,cy_2005_tco2e_20_yr_gwp,1364045.94
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,cy_2005_tco2e_20_yr_gwp,61743.4
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,cy_2005_tco2e_20_yr_gwp,1281774.76
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,cy_2005_tco2e_20_yr_gwp,0.0
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,cy_2005_tco2e_20_yr_gwp,49517.66
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,cy_2005_tco2e_20_yr_gwp,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,cy_2005_tco2e_20_yr_gwp,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,cy_2005_tco2e_20_yr_gwp,0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,cy_2005_tco2e_20_yr_gwp,0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,cy_2005_tco2e_20_yr_gwp,0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,cy_2005_tco2e_20_yr_gwp,0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,cy_2005_tco2e_20_yr_gwp,0.0
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,cy_2005_tco2e_20_yr_gwp,0.0
